"sciname","TempMin","TempMax","EnvTemp"
"Diancistrus brevirostris",NA,NA,"tropical"
"Diancistrus eremitus",NA,NA,"tropical"
"Diancistrus erythraeus",NA,NA,"subtropical"
"Diancistrus fijiensis",NA,NA,"tropical"
"Diancistrus fuscus",NA,NA,"subtropical"
"Diancistrus jackrandalli",NA,NA,"tropical"
"Diancistrus jeffjohnsoni",NA,NA,"tropical"
"Diancistrus karinae",NA,NA,"tropical"
"Diancistrus katrineae",NA,NA,"subtropical"
"Diancistrus leisi",NA,NA,"subtropical"
"Diancistrus longifilis",NA,NA,"subtropical"
"Diancistrus machidai",NA,NA,"tropical"
"Diancistrus manciporus",NA,NA,"tropical"
"Diancistrus mcgroutheri",NA,NA,"subtropical"
"Diancistrus mennei",NA,NA,"tropical"
"Diancistrus niger",NA,NA,"tropical"
"Diancistrus novaeguineae",NA,NA,"tropical"
"Diancistrus pohnpeiensis",NA,NA,"tropical"
"Diancistrus robustus",NA,NA,"tropical"
"Diancistrus springeri",NA,NA,"tropical"
"Diancistrus tongaensis",NA,NA,"tropical"
"Diancistrus typhlops",NA,NA,"tropical"
"Diancistrus vietnamensis",NA,NA,"tropical"
"Didymothallus criniceps",NA,NA,"tropical"
"Didymothallus mizolepis",NA,NA,"tropical"
"Didymothallus nudigena",NA,NA,"tropical"
"Didymothallus pruvosti",NA,NA,"tropical"
"Dinematichthys iluocoeteoides",NA,NA,"tropical"
"Dinematichthys trilobatus",NA,NA,"tropical"
"Diplacanthopoma alcockii",NA,NA,"deep-water"
"Diplacanthopoma brachysoma",NA,NA,"deep-water"
"Diplacanthopoma brunnea",NA,NA,"deep-water"
"Diplacanthopoma japonicus",NA,NA,"temperate"
"Diplacanthopoma jordani",NA,NA,"deep-water"
"Diplacanthopoma kreffti",NA,NA,"deep-water"
"Diplacanthopoma nigripinnis",NA,NA,"deep-water"
"Diplacanthopoma raniceps",NA,NA,"deep-water"
"Diplacanthopoma riversandersoni",NA,NA,"deep-water"
"Dipulus caecus",NA,NA,"temperate"
"Dipulus hutchinsi",NA,NA,"subtropical"
"Dipulus norfolkanus",NA,NA,"subtropical"
"Ematops randalli",NA,NA,"tropical"
"Eusurculus andamanensis",NA,NA,"tropical"
"Eusurculus pistillum",NA,NA,"tropical"
"Eusurculus pristinus",NA,NA,"tropical"
"Fiordichthys paxtoni",NA,NA,"deep-water"
"Fiordichthys slartibartfasti",NA,NA,"temperate"
"Grammonus ater",NA,NA,"subtropical"
"Grammonus claudei",NA,NA,"tropical"
"Grammonus diagrammus",NA,NA,"subtropical"
"Grammonus longhursti",NA,NA,"tropical"
"Grammonus minutus",NA,NA,"tropical"
"Grammonus nagaredai",NA,NA,"tropical"
"Grammonus opisthodon",NA,NA,"subtropical"
"Grammonus robustus",NA,NA,"deep-water"
"Grammonus thielei",21,25,"tropical"
"Grammonus waikiki",NA,NA,"tropical"
"Grammonus yunokawai",NA,NA,"temperate"
"Gunterichthys bussingi",NA,NA,"tropical"
"Gunterichthys coheni",NA,NA,"tropical"
"Gunterichthys longipenis",NA,NA,"subtropical"
"Hastatobythites arafurensis",NA,NA,"deep-water"
"Hephthocara crassiceps",NA,NA,"deep-water"
"Hephthocara simum",NA,NA,"deep-water"
"Lapitaichthys frickei",NA,NA,"tropical"
"Lucifuga dentata",NA,NA,"tropical"
"Lucifuga inopinata",NA,NA,"deep-water"
"Lucifuga lucayana",NA,NA,"subtropical"
"Lucifuga simile",NA,NA,"tropical"
"Lucifuga spelaeotes",NA,NA,"subtropical"
"Lucifuga subterranea",NA,24,"tropical"
"Lucifuga teresinarum",NA,NA,"tropical"
"Majungaichthys agalegae",NA,NA,"tropical"
"Majungaichthys simplex",NA,NA,"tropical"
"Mascarenichthys heemstrai",NA,NA,"tropical"
"Mascarenichthys microphthalmus",NA,NA,"temperate"
"Mascarenichthys remotus",NA,NA,"subtropical"
"Melodichthys hadrocephalus",NA,NA,"deep-water"
"Microbrotula andersoni",NA,NA,"tropical"
"Microbrotula bentleyi",NA,NA,"tropical"
"Microbrotula greenfieldi",NA,NA,"tropical"
"Microbrotula hamata",NA,NA,"subtropical"
"Microbrotula punicea",NA,NA,"subtropical"
"Microbrotula queenslandica",NA,NA,"tropical"
"Microbrotula rubra",NA,NA,"tropical"
"Monothrix polylepis",NA,NA,"temperate"
"Nielsenichthys pullus",NA,NA,"tropical"
"Ogilbia boehlkei",NA,NA,"tropical"
"Ogilbia boydwalkeri",NA,NA,"tropical"
"Ogilbia cayorum",NA,NA,"tropical"
"Ogilbia cocoensis",NA,NA,"tropical"
"Ogilbia davidsmithi",NA,NA,"tropical"
"Ogilbia deroyi",NA,NA,"tropical"
"Ogilbia galapagosensis",NA,NA,"tropical"
"Ogilbia jeffwilliamsi",NA,NA,"tropical"
"Ogilbia jewettae",NA,NA,"tropical"
"Ogilbia mccoskeri",NA,NA,"tropical"
"Ogilbia nigromarginata",NA,NA,"tropical"
"Ogilbia nudiceps",NA,NA,"tropical"
"Ogilbia robertsoni",NA,NA,"tropical"
"Ogilbia sabaji",NA,NA,"tropical"
"Ogilbia sedorae",NA,NA,"tropical"
"Ogilbia suarezae",NA,NA,"tropical"
"Ogilbia tyleri",NA,NA,"tropical"
"Ogilbia ventralis",NA,NA,"tropical"
"Ogilbichthys ferocis",NA,NA,"tropical"
"Ogilbichthys haitiensis",NA,NA,"tropical"
"Ogilbichthys kakuki",NA,NA,"tropical"
"Ogilbichthys longimanus",NA,NA,"tropical"
"Ogilbichthys microphthalmus",NA,NA,"tropical"
"Ogilbichthys puertoricoensis",NA,NA,"tropical"
"Ogilbichthys tobagoensis",NA,NA,"tropical"
"Paradiancistrus acutirostris",NA,NA,"tropical"
"Paradiancistrus christmasensis",NA,NA,"tropical"
"Paradiancistrus cuyoensis",NA,NA,"tropical"
"Paradiancistrus lombokensis",NA,NA,"tropical"
"Parasaccogaster melanomycter",NA,NA,"tropical"
"Parasaccogaster normae",NA,NA,"tropical"
"Parasaccogaster rhamphidognatha",NA,NA,"deep-water"
"Porocephalichthys dasyrhynchus",NA,NA,"subtropical"
"Pseudogilbia sanblasensis",NA,NA,"tropical"
"Pseudonus acutus",NA,NA,"deep-water"
"Pseudonus squamiceps",NA,NA,"deep-water"
"Saccogaster brayae",NA,NA,"tropical"
"Saccogaster hawaii",NA,NA,"deep-water"
"Saccogaster horrida",NA,NA,"tropical"
"Saccogaster maculata",NA,NA,"deep-water"
"Saccogaster nikoliviae",NA,NA,"tropical"
"Saccogaster parva",NA,NA,"deep-water"
"Saccogaster staigeri",NA,NA,"deep-water"
"Saccogaster tuberculata",NA,NA,"deep-water"
"Stygnobrotula latebricola",NA,NA,"tropical"
"Thalassobathia nelsoni",NA,NA,"deep-water"
"Thalassobathia pelagica",NA,NA,"deep-water"
"Thermichthys hollisi",NA,NA,"deep-water"
"Timorichthys angustus",NA,NA,"temperate"
"Timorichthys disjunctus",NA,NA,"deep-water"
"Tuamotuichthys bispinosus",NA,NA,"deep-water"
"Tuamotuichthys marshallensis",NA,NA,"deep-water"
"Tuamotuichthys schwarzhansi",NA,NA,"deep-water"
"Typhliasina pearsei",NA,NA,"tropical"
"Ungusurculus collettei",NA,NA,"tropical"
"Ungusurculus komodoensis",NA,NA,"tropical"
"Ungusurculus philippinensis",NA,NA,"tropical"
"Ungusurculus riauensis",NA,NA,"tropical"
"Ungusurculus sundaensis",NA,NA,"tropical"
"Ungusurculus williamsi",NA,NA,"tropical"
"Zephyrichthys barryi",NA,NA,"tropical"
"Caesio caerulaurea",NA,NA,"tropical"
"Caesio cuning",NA,NA,"tropical"
"Caesio lunaris",NA,NA,"tropical"
"Caesio striata",NA,NA,"tropical"
"Caesio suevica",NA,NA,"tropical"
"Caesio teres",NA,NA,"tropical"
"Caesio varilineata",NA,NA,"tropical"
"Caesio xanthalytos",NA,NA,"tropical"
"Caesio xanthonota",NA,NA,"tropical"
"Dipterygonotus balteatus",NA,NA,"tropical"
"Gymnocaesio gymnoptera",NA,NA,"tropical"
"Pterocaesio capricornis",NA,NA,"tropical"
"Pterocaesio chrysozona",NA,NA,"tropical"
"Pterocaesio digramma",NA,NA,"tropical"
"Pterocaesio flavifasciata",NA,NA,"tropical"
"Pterocaesio lativittata",NA,NA,"tropical"
"Pterocaesio marri",NA,NA,"tropical"
"Pterocaesio monikae",NA,NA,"tropical"
"Pterocaesio pisang",NA,NA,"tropical"
"Pterocaesio randalli",NA,NA,"tropical"
"Pterocaesio tessellata",NA,NA,"tropical"
"Pterocaesio tile",NA,NA,"tropical"
"Pterocaesio trilineata",NA,NA,"tropical"
"Callanthias allporti",NA,NA,"temperate"
"Callanthias australis",NA,NA,"subtropical"
"Callanthias japonicus",NA,NA,"temperate"
"Callanthias legras",NA,NA,"subtropical"
"Callanthias parini",NA,NA,"deep-water"
"Callanthias platei",NA,NA,"subtropical"
"Callanthias ruber",NA,NA,"subtropical"
"Callanthias splendens",NA,NA,"subtropical"
"Grammatonotus ambiortus",NA,NA,"tropical"
"Grammatonotus crosnieri",NA,NA,"deep-water"
"Grammatonotus lanceolatus",NA,NA,"tropical"
"Grammatonotus laysanus",NA,NA,"tropical"
"Grammatonotus macrophthalmus",NA,NA,"deep-water"
"Grammatonotus surugaensis",NA,NA,"temperate"
"Aspidoras albater",22,24,"tropical"
"Aspidoras belenos",NA,NA,"tropical"
"Aspidoras brunneus",NA,NA,"tropical"
"Aspidoras carvalhoi",NA,NA,"tropical"
"Aspidoras depinnai",NA,NA,"tropical"
"Aspidoras eurycephalus",NA,NA,"tropical"
"Aspidoras fuscoguttatus",22,25,"tropical"
"Aspidoras lakoi",NA,NA,"tropical"
"Aspidoras maculosus",NA,NA,"tropical"
"Aspidoras menezesi",21,24,"tropical"
"Aspidoras microgalaeus",NA,NA,"tropical"
"Aspidoras pauciradiatus",22,25,"tropical"
"Aspidoras poecilus",28,NA,"tropical"
"Aspidoras psammatides",NA,NA,"tropical"
"Aspidoras raimundi",20,23,"tropical"
"Aspidoras rochai",21,25,"tropical"
"Aspidoras spilotus",22,25,"tropical"
"Aspidoras taurus",NA,NA,"tropical"
"Aspidoras velites",NA,NA,"tropical"
"Aspidoras virgulatus",NA,NA,"tropical"
"Brochis multiradiatus",21,24,"tropical"
"Callichthys callichthys",18,28,"subtropical"
"Callichthys fabricioi",NA,NA,"tropical"
"Callichthys oibaensis",NA,NA,"tropical"
"Callichthys serralabium",NA,NA,"tropical"
"Corydoras acrensis",21,24,"tropical"
"Corydoras acutus",25,28,"tropical"
"Corydoras adolfoi",22,26,"tropical"
"Corydoras aeneus",25,28,"subtropical"
"Corydoras agassizii",22,26,"tropical"
"Corydoras albolineatus",NA,NA,"tropical"
"Corydoras amandajanea",22,26,"tropical"
"Corydoras amapaensis",22,26,"tropical"
"Corydoras ambiacus",21,24,"tropical"
"Corydoras amphibelus",22,26,"tropical"
"Corydoras approuaguensis",22,26,"tropical"
"Corydoras araguaiaensis",22,26,"tropical"
"Corydoras arcuatus",22,26,"tropical"
"Corydoras areio",NA,NA,"tropical"
"Corydoras armatus",22,26,"tropical"
"Corydoras atropersonatus",21,24,"tropical"
"Corydoras aurofrenatus",22,26,"tropical"
"Corydoras axelrodi",22,26,"tropical"
"Corydoras baderi",22,26,"tropical"
"Corydoras bicolor",22,26,"tropical"
"Corydoras bifasciatus",22,26,"tropical"
"Corydoras bilineatus",NA,NA,"tropical"
"Corydoras blochi",22,26,"tropical"
"Corydoras boehlkei",22,26,"tropical"
"Corydoras boesemani",22,26,"tropical"
"Corydoras bondi",22,26,"tropical"
"Corydoras breei",22,26,"tropical"
"Corydoras brevirostris",20,24,"tropical"
"Corydoras britskii",20,24,"tropical"
"Corydoras burgessi",22,26,"tropical"
"Corydoras carlae",22,26,"subtropical"
"Corydoras caudimaculatus",22,26,"tropical"
"Corydoras cervinus",22,26,"tropical"
"Corydoras cochui",26,NA,"tropical"
"Corydoras concolor",22,26,"tropical"
"Corydoras condiscipulus",22,26,"tropical"
"Corydoras copei",22,25,"tropical"
"Corydoras coppenamensis",22,26,"tropical"
"Corydoras coriatae",22,26,"tropical"
"Corydoras crimmeni",NA,NA,"tropical"
"Corydoras cruziensis",NA,NA,"tropical"
"Corydoras crypticus",22,26,"tropical"
"Corydoras davidsandsi",NA,NA,"tropical"
"Corydoras delphax",22,26,"tropical"
"Corydoras difluviatilis",NA,NA,"tropical"
"Corydoras diphyes",NA,NA,"tropical"
"Corydoras duplicareus",22,26,"tropical"
"Corydoras ehrhardti",22,26,"tropical"
"Corydoras elegans",22,26,"tropical"
"Corydoras ellisae",22,26,"subtropical"
"Corydoras ephippifer",22,25,"tropical"
"Corydoras eques",24,26,"tropical"
"Corydoras esperanzae",22,26,"tropical"
"Corydoras evelynae",22,26,"tropical"
"Corydoras filamentosus",22,26,"tropical"
"Corydoras flaveolus",22,26,"tropical"
"Corydoras fowleri",21,24,"tropical"
"Corydoras garbei",22,26,"tropical"
"Corydoras geoffroy",22,26,"tropical"
"Corydoras geryi",22,26,"tropical"
"Corydoras gladysae",NA,NA,"tropical"
"Corydoras gomezi",22,26,"tropical"
"Corydoras gossei",22,26,"tropical"
"Corydoras gracilis",22,26,"tropical"
"Corydoras griseus",22,26,"tropical"
"Corydoras gryphus",NA,NA,"tropical"
"Corydoras guapore",21,24,"tropical"
"Corydoras guianensis",22,26,"tropical"
"Corydoras habrosus",25,NA,"tropical"
"Corydoras haraldschultzi",24,28,"tropical"
"Corydoras hastatus",25,28,"subtropical"
"Corydoras heteromorphus",22,26,"tropical"
"Corydoras imitator",22,26,"tropical"
"Corydoras incolicana",22,26,"tropical"
"Corydoras isbrueckeri",NA,NA,"tropical"
"Corydoras julii",23,26,"tropical"
"Corydoras kanei",NA,NA,"tropical"
"Corydoras lacerdai",22,26,"tropical"
"Corydoras lacrimostigmata",NA,NA,"tropical"
"Corydoras lamberti",22,26,"tropical"
"Corydoras latus",22,26,"tropical"
"Corydoras leopardus",22,25,"tropical"
"Corydoras leucomelas",22,26,"tropical"
"Corydoras longipinnis",NA,NA,"tropical"
"Corydoras loretoensis",22,25,"tropical"
"Corydoras loxozonus",21,24,"tropical"
"Corydoras lymnades",NA,NA,"tropical"
"Corydoras maculifer",25,27,"tropical"
"Corydoras mamore",NA,NA,"tropical"
"Corydoras melanistius",22,26,"tropical"
"Corydoras melanotaenia",23,25,"tropical"
"Corydoras melini",22,26,"tropical"
"Corydoras metae",22,26,"tropical"
"Corydoras micracanthus",22,26,"subtropical"
"Corydoras microcephalus",NA,NA,"subtropical"
"Corydoras multimaculatus",22,26,"tropical"
"Corydoras nanus",22,26,"tropical"
"Corydoras napoensis",22,26,"tropical"
"Corydoras narcissus",22,26,"tropical"
"Corydoras nattereri",20,23,"tropical"
"Corydoras negro",NA,NA,"tropical"
"Corydoras nijsseni",NA,NA,"tropical"
"Corydoras noelkempffi",NA,NA,"tropical"
"Corydoras oiapoquensis",22,26,"tropical"
"Corydoras ornatus",23,26,"tropical"
"Corydoras orphnopterus",20,24,"tropical"
"Corydoras ortegai",NA,NA,"tropical"
"Corydoras osteocarus",21,25,"tropical"
"Corydoras ourastigma",22,26,"tropical"
"Corydoras oxyrhynchus",22,26,"tropical"
"Corydoras paleatus",18,23,"subtropical"
"Corydoras panda",20,25,"tropical"
"Corydoras pantanalensis",NA,NA,"tropical"
"Corydoras paragua",NA,NA,"tropical"
"Corydoras parallelus",22,26,"tropical"
"Corydoras pastazensis",22,26,"tropical"
"Corydoras paucerna",NA,NA,"tropical"
"Corydoras petracinii",NA,NA,"tropical"
"Corydoras pinheiroi",22,26,"tropical"
"Corydoras polystictus",22,28,"tropical"
"Corydoras potaroensis",22,26,"tropical"
"Corydoras pulcher",21,24,"tropical"
"Corydoras punctatus",22,26,"tropical"
"Corydoras pygmaeus",22,26,"tropical"
"Corydoras rabauti",23,25,"tropical"
"Corydoras reticulatus",22,26,"tropical"
"Corydoras reynoldsi",22,26,"tropical"
"Corydoras robineae",23,26,"tropical"
"Corydoras robustus",22,26,"tropical"
"Corydoras sanchesi",22,26,"tropical"
"Corydoras saramaccensis",22,26,"tropical"
"Corydoras sarareensis",22,26,"tropical"
"Corydoras schwartzi",22,26,"tropical"
"Corydoras semiaquilus",22,26,"tropical"
"Corydoras septentrionalis",20,26,"tropical"
"Corydoras serratus",22,26,"tropical"
"Corydoras seussi",22,26,"tropical"
"Corydoras similis",22,26,"tropical"
"Corydoras simulatus",20,25,"tropical"
"Corydoras sipaliwini",NA,NA,"tropical"
"Corydoras sodalis",22,26,"tropical"
"Corydoras solox",22,26,"tropical"
"Corydoras spectabilis",NA,NA,"tropical"
"Corydoras spilurus",22,26,"tropical"
"Corydoras splendens",22,28,"tropical"
"Corydoras steindachneri",22,26,"tropical"
"Corydoras stenocephalus",22,26,"tropical"
"Corydoras sterbai",21,25,"tropical"
"Corydoras surinamensis",22,25,"tropical"
"Corydoras sychri",22,26,"tropical"
"Corydoras treitlii",20,25,"tropical"
"Corydoras trilineatus",22,26,"tropical"
"Corydoras tukano",NA,NA,"tropical"
"Corydoras undulatus",22,26,"tropical"
"Corydoras urucu",NA,NA,"tropical"
"Corydoras virginiae",22,26,"tropical"
"Corydoras vittatus",22,26,"tropical"
"Corydoras weitzmani",22,26,"tropical"
"Corydoras xinguensis",22,26,"tropical"
"Corydoras zygatus",22,25,"tropical"
"Dianema longibarbis",22,26,"tropical"
"Dianema urostriatum",25,28,"tropical"
"Hoplosternum littorale",18,26,"subtropical"
"Hoplosternum magdalenae",NA,NA,"tropical"
"Hoplosternum punctatum",NA,NA,"tropical"
"Lepthoplosternum altamazonicum",NA,NA,"tropical"
"Lepthoplosternum beni",NA,NA,"tropical"
"Lepthoplosternum pectorale",20,22,"subtropical"
"Lepthoplosternum stellatum",NA,NA,"tropical"
"Lepthoplosternum tordilho",NA,NA,"tropical"
"Lepthoplosternum ucamara",NA,NA,"tropical"
"Megalechis picta",18,28,"tropical"
"Megalechis thoracata",NA,NA,"tropical"
"Scleromystax barbatus",NA,28,"subtropical"
"Scleromystax macropterus",18,21,"subtropical"
"Scleromystax prionotos",22,26,"tropical"
"Scleromystax salmacis",NA,NA,"subtropical"
"Anaora tentaculata",NA,NA,"tropical"
"Bathycallionymus kaianus",NA,NA,"temperate"
"Callionymus aagilis",NA,NA,"tropical"
"Callionymus acutirostris",NA,NA,"tropical"
"Callionymus afilum",NA,NA,"tropical"
"Callionymus africanus",NA,NA,"deep-water"
"Callionymus altipinnis",NA,NA,"subtropical"
"Callionymus amboina",NA,NA,"tropical"
"Callionymus annulatus",NA,NA,"tropical"
"Callionymus australis",NA,NA,"tropical"
"Callionymus bairdi",NA,NA,"tropical"
"Callionymus belcheri",NA,NA,"tropical"
"Callionymus beniteguri",NA,NA,"temperate"
"Callionymus bentuviai",NA,NA,"tropical"
"Callionymus bifilum",NA,NA,"tropical"
"Callionymus bleekeri",NA,NA,"tropical"
"Callionymus brevianalis",NA,NA,"tropical"
"Callionymus caeruleonotatus",NA,NA,"tropical"
"Callionymus carebares",NA,NA,"deep-water"
"Callionymus colini",NA,NA,"tropical"
"Callionymus comptus",NA,NA,"tropical"
"Callionymus cooperi",NA,NA,"tropical"
"Callionymus curvicornis",NA,NA,"subtropical"
"Callionymus curvispinis",NA,NA,"temperate"
"Callionymus decoratus",NA,NA,"tropical"
"Callionymus delicatulus",24,26,"tropical"
"Callionymus doryssus",NA,NA,"subtropical"
"Callionymus draconis",NA,NA,"temperate"
"Callionymus enneactis",NA,NA,"tropical"
"Callionymus erythraeus",NA,NA,"tropical"
"Callionymus fasciatus",NA,NA,"subtropical"
"Callionymus filamentosus",NA,NA,"subtropical"
"Callionymus flavus",NA,NA,"tropical"
"Callionymus fluviatilis",NA,NA,"tropical"
"Callionymus formosanus",NA,NA,"temperate"
"Callionymus futuna",NA,NA,"deep-water"
"Callionymus gardineri",NA,NA,"tropical"
"Callionymus goodladi",NA,NA,"tropical"
"Callionymus grossi",NA,NA,"tropical"
"Callionymus guentheri",NA,NA,"tropical"
"Callionymus hainanensis",NA,NA,"tropical"
"Callionymus hildae",NA,NA,"tropical"
"Callionymus hindsii",NA,NA,"tropical"
"Callionymus ikedai",NA,NA,"temperate"
"Callionymus io",NA,NA,"tropical"
"Callionymus izuensis",NA,NA,"temperate"
"Callionymus japonicus",NA,NA,"subtropical"
"Callionymus kailolae",NA,NA,"deep-water"
"Callionymus kanakorum",NA,NA,"tropical"
"Callionymus keeleyi",NA,NA,"tropical"
"Callionymus koreanus",NA,NA,"subtropical"
"Callionymus kotthausi",NA,NA,"tropical"
"Callionymus leucobranchialis",NA,NA,"tropical"
"Callionymus leucopoecilus",NA,NA,"temperate"
"Callionymus limiceps",NA,NA,"tropical"
"Callionymus lunatus",NA,NA,"temperate"
"Callionymus luridus",NA,NA,"tropical"
"Callionymus lyra",16,20,"temperate"
"Callionymus macclesfieldensis",NA,NA,"tropical"
"Callionymus macdonaldi",NA,NA,"subtropical"
"Callionymus maculatus",NA,NA,"temperate"
"Callionymus margaretae",NA,NA,"tropical"
"Callionymus marleyi",NA,NA,"tropical"
"Callionymus marquesensis",NA,NA,"tropical"
"Callionymus martinae",NA,NA,"tropical"
"Callionymus mascarenus",NA,NA,"tropical"
"Callionymus megastomus",NA,NA,"tropical"
"Callionymus melanotopterus",NA,NA,"tropical"
"Callionymus meridionalis",NA,NA,"tropical"
"Callionymus moretonensis",NA,NA,"tropical"
"Callionymus mortenseni",NA,NA,"deep-water"
"Callionymus muscatensis",NA,NA,"tropical"
"Callionymus neptunius",NA,NA,"tropical"
"Callionymus obscurus",NA,NA,"tropical"
"Callionymus ochiaii",NA,NA,"subtropical"
"Callionymus octostigmatus",NA,NA,"tropical"
"Callionymus ogilbyi",NA,NA,"subtropical"
"Callionymus oxycephalus",NA,NA,"tropical"
"Callionymus persicus",NA,NA,"tropical"
"Callionymus planus",NA,NA,"temperate"
"Callionymus platycephalus",NA,NA,"tropical"
"Callionymus pleurostictus",24,26,"tropical"
"Callionymus pusillus",NA,NA,"subtropical"
"Callionymus regani",NA,NA,"tropical"
"Callionymus reticulatus",NA,NA,"temperate"
"Callionymus risso",NA,NA,"subtropical"
"Callionymus rivatoni",NA,NA,"tropical"
"Callionymus russelli",NA,NA,"tropical"
"Callionymus sagitta",NA,NA,"tropical"
"Callionymus scaber",NA,NA,"subtropical"
"Callionymus scabriceps",NA,NA,"tropical"
"Callionymus schaapii",NA,NA,"tropical"
"Callionymus semeiophor",NA,NA,"tropical"
"Callionymus sereti",NA,NA,"deep-water"
"Callionymus simplicicornis",NA,NA,"tropical"
"Callionymus sokonumeri",NA,NA,"temperate"
"Callionymus sphinx",NA,NA,"tropical"
"Callionymus stigmatopareius",NA,NA,"tropical"
"Callionymus sublaevis",NA,NA,"tropical"
"Callionymus superbus",NA,NA,"tropical"
"Callionymus tenuis",NA,NA,"tropical"
"Callionymus tethys",NA,NA,"tropical"
"Callionymus umbrithorax",NA,NA,"tropical"
"Callionymus valenciennei",NA,NA,"temperate"
"Callionymus whiteheadi",NA,NA,"tropical"
"Callionymus zythros",NA,NA,"tropical"
"Dactylopus dactylopus",NA,NA,"tropical"
"Dactylopus kuiteri",NA,NA,"tropical"
"Diplogrammus goramensis",NA,NA,"tropical"
"Diplogrammus gruveli",NA,NA,"tropical"
"Diplogrammus infulatus",24,26,"tropical"
"Diplogrammus pauciradiatus",NA,NA,"subtropical"
"Diplogrammus pygmaeus",NA,NA,"tropical"
"Diplogrammus randalli",24,28,"tropical"
"Diplogrammus xenicus",NA,NA,"subtropical"
"Draculo celetus",NA,NA,"subtropical"
"Draculo maugei",NA,NA,"tropical"
"Draculo mirabilis",NA,NA,"temperate"
"Draculo pogognathus",NA,NA,"tropical"
"Draculo shango",NA,NA,"tropical"
"Eleutherochir opercularis",NA,NA,"tropical"
"Eocallionymus papilio",NA,NA,"temperate"
"Foetorepus agassizii",NA,NA,"deep-water"
"Foetorepus calauropomus",NA,NA,"temperate"
"Foetorepus dagmarae",NA,NA,"deep-water"
"Foetorepus garthi",NA,NA,"tropical"
"Foetorepus kamoharai",NA,NA,"deep-water"
"Foetorepus masudai",NA,NA,"temperate"
"Foetorepus paxtoni",NA,NA,"deep-water"
"Foetorepus phasis",NA,NA,"deep-water"
"Foetorepus talarae",NA,NA,"tropical"
"Foetorepus valdiviae",NA,NA,"deep-water"
"Neosynchiropus ijimae",18,22,"temperate"
"Neosynchiropus ocellatus",24,26,"tropical"
"Paracallionymus costatus",NA,NA,"deep-water"
"Protogrammus antipodus",NA,NA,"tropical"
"Protogrammus sousai",NA,NA,"deep-water"
"Pseudocalliurichthys variegatus",NA,NA,"temperate"
"Repomucenus calcaratus",NA,NA,"subtropical"
"Repomucenus huguenini",NA,NA,"temperate"
