sciname,aveK,aveTLinf,logTLinf,avephi1,aveKphi
Siganus rivulatus,0.46275,29.375,2.935955751,2.482254054,0.351802
Siganus spinus,2.321,24.4,2.774779653,3.140454793,2.321
Siganus sutor,0.8845,42.445455,3.255662387,3.132467962,0.753018378
Siganus vermiculatus,1.14,38,3.159567193,3.073842806,0.820872323
Sillaginodes punctatus,0.641111111,46.3,3.331161982,3.115042438,0.607967628
Sillaginopsis panijus,0.054,153,4.369382862,3.101776621,0.054
Sillago analis,0.499,30.8,2.977101433,2.675201979,0.499
Sillago bassensis,0.275,31.8,3.00485424,2.443019946,0.274262043
Sillago burrus,2.405,18.3,2.524902179,2.905763724,2.403596396
Sillago ciliata,0.535,37.55,3.149219883,2.861370779,0.515407692
Sillago flindersi,0.46,23.9,2.756795802,2.419553634,0.46
Sillago robusta,1.005,17.05,2.463448767,2.465446802,1.004611245
Sillago schomburgkii,0.5175,32.9,3.034391796,2.748015385,0.517158407
Sillago sihama,0.891,30.76666667,2.976160893,2.888774314,0.817736573
Sillago vittata,0.44,32.15,3.014361955,2.657323072,0.439502265
Silurus aristotelis,0.099666667,45.46666667,3.315386231,2.313804657,0.099636491
Silurus asotus,0.11,95.7,3.961823876,3.003216561,0.11
Silurus glanis,0.084916667,261.6,4.835275479,3.633442598,0.062830008
Silurus triostegus,0.07683,150.0933267,4.352722767,3.189952171,0.068743146
Siniperca chuatsi,0.1545,75.6,3.757043591,2.935883875,0.150952491
Siniperca knerii,0.179,54.7,3.475974653,2.728827684,0.179
Siphateles bicolor,0.26,35.6,3.102899996,2.491799707,0.244849776
Solea senegalensis,0.182,52.9,3.446911344,2.706126031,0.181641336
Solea solea,0.346345455,37.46246273,3.147192648,2.63942854,0.310624633
Sorubim lima,0.27,65.3,3.629826363,3.061190127,0.27
Sparidentex hasta,0.348666667,80.83333333,3.815180976,3.352708369,0.344768351
Sparisoma atomarium,1.828,10.1,2.008642748,2.270618939,1.828
Sparisoma aurofrenatum,0.4345,21.9,2.68088823,2.228621407,0.352966247
Sparisoma chrysopterum,0.7045,33.8,3.057833401,2.878033135,0.660997374
Sparisoma cretense,0.229,37,3.136403448,2.474424841,0.217781705
Sparisoma rubripinne,0.6975,37.02174,3.136913653,2.912449853,0.59639803
Sparisoma strigatum,0.993,25.2,2.802801082,2.79975033,0.993
Sparisoma viride,0.651428571,34.49326429,3.075468592,2.86668694,0.618327196
Sparodon durbanensis,0.09,102,4.017200344,2.971442853,0.09
Sparus aurata,0.297583333,56.66666667,3.506655333,2.905100573,0.250291004
Sperata aor,0.23,86,3.868996902,3.230724739,0.23
Sphoeroides maculatus,0.6135,26.35,2.841561239,2.627205383,0.610441631
Sphoeroides testudineus,0.64,29.75,2.94697394,2.743973721,0.626613549
Sphyraena argentea,0.139,140,4.292256071,3.435270872,0.139
Sphyraena barracuda,0.123666667,161.7471767,4.417673417,3.490675044,0.118304599
Sphyraena chrysotaenia,0.4875,26.05,2.831615455,2.510019536,0.476874479
Sphyraena flavicauda,0.296,44.6,3.298669717,2.769961428,0.296
Sphyraena jello,0.81,102.75228,4.023582935,3.419883592,0.249058092
Sphyraena obtusata,0.6825,41.5625875,3.237405154,3.043154288,0.639365406
Sphyraena pinguis,0.427,32.15,3.014361955,2.643601536,0.425833262
Sphyraena putnamae,0.373,79.67701,3.802666056,3.374374888,0.373
Sphyraena sphyraena,0.123,55.3,3.485450263,2.575355374,0.123
Sphyraena viridensis,0.089,100.6,4.005195961,2.954585968,0.089
Sphyrna lewini,0.124142857,311.26857,4.986270541,4.008150458,0.105167105
Sphyrna tiburo,0.331428571,108.8871314,4.073953113,3.53356142,0.288143154
Spicara maena,0.2801,20.428131,2.620457268,2.015116792,0.248118715
Spicara smaris,0.610736842,20.62552895,2.62881019,2.235659151,0.404435213
Spinachia spinachia,1.78,17.3,2.476092206,2.726512209,1.78
Spirinchus thaleichthys,0.43,19,2.557507202,2.190975657,0.43
Spondyliosoma cantharus,0.207333333,46.50175667,3.334938719,2.615428084,0.190760901
Spratelloides delicatulus,5.784,8.154906667,1.82283799,2.523933761,5.024533792
Spratelloides gracilis,6.078,7.656621,1.7680743,2.517054592,5.610225163
Spratelloides lewisi,5.948,7.053272,1.696781264,2.452708131,5.700682666
Sprattus fuegensis,0.675,16.06,2.411491082,2.089451996,0.476388111
Sprattus sprattus,0.554,14.79458333,2.340205477,2.036737051,0.49720052
Squalidus chankaensis chankaensis,0.26,11.5,2.121395681,1.488268615,0.232741021
Squaliobarbus curriculus,0.115,72.3,3.718276595,2.778974435,0.115
Squalius cephalus,0.164728571,39.98455714,3.203784581,2.359639285,0.143170883
Squalius pyrenaicus,0.173333333,24.2,2.767630732,1.995946268,0.169166957
Squalius svallize,0.3645,21.65,2.670915801,2.227443889,0.360187044
Squalus acanthias,0.118558824,121.9764709,4.172552128,3.023572448,0.070961097
Squalus blainville,0.1185,107,4.058767555,3.12362021,0.116105463
Squalus megalops,0.0465,83.5,3.843372951,2.499076545,0.045258858
Squalus suckleyi,0.065666667,113.4333333,4.109481389,2.853145147,0.055419647
Squatina californica,0.157,126,4.20074109,3.396420391,0.156920362
Stegastes nigricans,0.8385,17.6,2.491025336,2.392295564,0.796654894
Stegastes planifrons,0.455,15.57143,2.384656996,2.023833128,0.435688535
Stenobrachius leucopsarus,0.306,10.7775,2.065036063,1.530992729,0.292386062
Stenobrachius nannochir,0.42,13,2.227886705,1.851135995,0.42
Stenodus leucichthys,0.085285714,146.9617514,4.334408638,3.221339244,0.07707803
Stenotomus chrysops,0.223333333,40.98726667,3.225297915,2.565681236,0.218969346
Stephanolepis hispidus,0.39,26.43333333,2.844303865,2.434763887,0.389457455
Stethojulis albovittata,1.2,13.5,2.260667537,2.339848783,1.2
Stethojulis trilineata,1.1,15,2.352182518,2.393575203,1.1
Stichaeus grigorjewi,0.143333333,59.93333333,3.555336865,2.649929254,0.124334711
Stichaeus nozawae,0.1,44.7,3.300615046,2.300615046,0.1
Stichaeus punctatus punctatus,0.24,14.5,2.322736004,1.702947246,0.24
Stolephorus carpentariae,7.09,7.06,1.697609402,2.548255637,7.09
Stolephorus commersonnii,0.893333333,20.53206667,2.624865331,2.428980492,0.636964401
Stolephorus indicus,1.073375,17.46193875,2.484184921,2.499648388,1.036247432
Stolephorus insularis,2.455333333,10.00382667,2.000332316,2.34331369,2.202831984
Stolephorus nelsoni,2.515,10.24,2.020599913,2.416487664,2.488214124
Stolephorus tri,1.275,16.83908,2.45263672,2.558017873,1.274621245
Stolephorus waitei,0.163,11.8,2.143764015,1.355951619,0.163
Stolothrissa tanganicae,2.277142857,10.80766571,2.067463807,2.410985412,2.205573855
Stomias atriventer,0.5,26,2.829946696,2.5289167,0.5
Strophidon sathete,0.01,400,5.204119983,3.204119983,0.01
Syacium gunteri,0.7,23,2.723455672,2.568553712,0.7
Symbolophorus californiensis,0.43,13.5,2.260667537,1.894135993,0.43
Symphodus cinereus,0.4286,13.34,2.250311659,1.839143452,0.38800006
Symphodus mediterraneus,0.549,16.35,2.427035514,2.161377325,0.542427639
Symphodus melops,0.30625,23.65,2.74766229,2.221035818,0.2974223
Symphodus ocellatus,0.797,10.55,2.046504919,1.939673944,0.781932068
Symphodus roissali,0.4118,14.96,2.349863187,1.92248729,0.373786923
Symphodus rostratus,0.6725,12.795,2.21408058,2.01115374,0.62671943
Symphodus tinca,0.301555556,27.92222222,2.891899958,2.30336892,0.257910463
Symphorus nematophorus,0.23,97.4,3.977117914,3.33884575,0.23
Symphurus ligulatus,0.65,12.9,2.221179421,2.034092777,0.65
Symphurus plagiusa,0.3025,19.4,2.57560346,2.055497013,0.301921161
Synapturichthys kleinii,0.3445,41.2,3.229794432,2.766883313,0.344420411
Syngnathoides biaculeatus,1.573333333,26.86666667,2.858427574,2.991760667,1.359355637
Syngnathus rostellatus,0.747,20,2.602059991,2.475380593,0.747
Syngnathus typhle,0.558,26.2,2.836602583,2.583236782,0.558
Synodontis afrofischeri,0.66,20,2.602059991,2.421603927,0.66
Synodontis bastiani,0.43,31.5,2.996621108,2.630089563,0.43
Synodontis batensoda,0.185,23.9,2.756795802,2.02396753,0.185
Synodontis budgetti,0.309,34.3,3.07058824,2.56054672,0.309
Synodontis membranaceus,0.419,47.16666667,3.34727037,2.887744666,0.347115731
Synodontis nigromaculatus,1.2585,35.25,3.094318243,3.156583806,1.154158791
Synodontis resupinatus,0.144,36.8,3.131695637,2.290058129,0.144
Synodontis schall,0.2112,58.6379,3.536356817,2.688822001,0.142057833
Synodontis victoriae,0.24,40,3.204119983,2.584331224,0.24
Synodus hoshinonis,0.58,25.8,2.823239412,2.586667405,0.58
Synodus myops,0.4112,50.3,3.40313597,2.661980959,0.181486777
Synodus variegatus,0.43,29,2.924795996,2.558264451,0.43
Systomus sarana,0.425,24,2.760422483,2.385032281,0.42131779
Tactostoma macropus,0.33,29.2,2.930765703,2.449279643,0.33
Takifugu rubripes,0.519,57.51666667,3.519587418,3.135052495,0.412539063
Tanakius kitaharae,0.16,34,3.062957834,2.262152749,0.158195788
Tandanus tandanus,0.2205,84.8,3.856791705,3.083016134,0.168354384
Taurulus bubalis,0.229,18.55,2.536687828,1.894481463,0.227925877
Tautoga onitis,0.126,63.575,3.606572738,2.672630202,0.116428007
Tautogolabrus adspersus,0.20275,29.85,2.949888671,2.240624113,0.19531493
Telestes pleurobipunctatus,0.1275,27.55,2.880243206,1.983742069,0.126910882
Tenualosa ilisha,0.866545455,52.25454545,3.436248149,3.33244609,0.787404589
Tenualosa reevesii,0.268,74.41558,3.743327742,3.164449397,0.263706998
Tenualosa toli,0.7,71.2,3.704959987,3.550058027,0.7
Terapon jarbua,0.237,35.9,3.110188897,2.484937243,0.237
Terapon theraps,0.73,27.75,2.886525975,2.721291757,0.683542909
Tetragonurus cuvieri,0.1,70,3.69019608,2.69019608,0.1
Thalassoma bifasciatum,0.75,17,2.460897843,2.335959106,0.75
Thalassoma hardwicke,1,18.8,2.548315699,2.548315699,1
Thaleichthys pacificus,0.34,19.3,2.571114618,2.102593535,0.34
Thamnaconus hypargyreus,0.47,18,2.51054501,2.182642868,0.47
Theragra chalcogramma,0.291896552,64.86517241,3.624023154,3.019977629,0.248859644
Thorogobius ephippiatus,0.23,13.8,2.279758173,1.641486009,0.23
Thryssa aestuaria,1.56,14.7,2.334634669,2.527759268,1.56
Thryssa hamiltonii,1.276666667,22.1,2.688784547,2.757593683,1.171680321
Thryssa mystax,0.76,23.6,2.745824006,2.626637598,0.76
Thryssa setirostris,2.77,18.6,2.539025888,2.981505658,2.77
Thryssa vitrirostris,0.62,25.65,2.818174739,2.603223928,0.609605939
Thunnus alalunga,0.20025641,131.2364369,4.236108862,3.469851893,0.171294347
Thunnus albacares,0.383675676,186.5428011,4.541556987,4.063509048,0.332622835
Thunnus atlanticus,0.4592,77.26,3.775909408,3.384743856,0.406288424
Thunnus maccoyii,0.1444,228.6,4.718152452,3.867444325,0.141023625
Thunnus obesus,0.216230769,214.9717562,4.664762809,3.915062313,0.177950619
Thunnus orientalis,0.15725,269.75,4.861922907,4.015883551,0.142547841
Thunnus thynnus,0.11762,354.8571996,5.100107242,4.061793748,0.091555936
Thunnus tonggol,0.277,104.85,4.04113687,3.476224267,0.272324928
Thymallus arcticus,0.2350625,53.29135063,3.453313454,2.758424226,0.201888124
Thymallus brevirostris,0.288,40,3.204119983,2.66351247,0.288
Thymallus thymallus,0.2163125,54.48125,3.472494127,2.73430761,0.182731527
Thymallus tugarinae,0.274,31.22,2.988865797,2.41270533,0.265362489
Thyrsites atun,0.42,98.7,3.988634305,3.611883596,0.42
Tilapia brevimanus,0.69,19.6,2.584512143,2.423361233,0.69
Tilapia guineensis,2.131,18.27272727,2.523606745,2.706023086,1.522005921
Tilapia mariae,0.461,22.1,2.688784547,2.352485473,0.461
Tilapia rendalli,0.708833333,35.62586667,3.103530876,2.722146625,0.415542787
Tilapia sparrmanii,0.962333333,13.73333333,2.275551923,2.212734715,0.865332056
Tilapia zillii,0.716333333,31.31101333,2.991394246,2.650485244,0.45613248
Tinca tinca,0.2795,43.375,3.274478976,2.525232784,0.178136866
Tor khudree,0.165,65.91666667,3.637990475,2.775098295,0.137122215
Tor putitora,0.07,148,4.340523431,3.185621471,0.07
Tor tor,0.1363,87.5,3.884016106,3.018511962,0.1363
Torpedo californica,0.105,114.55,4.117990187,3.101001911,0.096163824
Torpedo torpedo,0.11,43.1,3.26895454,2.310347225,0.11
Totoaba macdonaldi,0.2775,168,4.450618563,3.867104022,0.260906836
Toxabramis swinhonis,0.66,14.5,2.322736004,2.14227994,0.66
Toxotes chatareus,0.31,40,3.204119983,2.695481676,0.31
Trachinotus falcatus,0.335,93.574825,3.942318047,3.460833217,0.330000935
Trachipterus arcticus,0.07,303,4.962885257,3.807983297,0.07
Trachurus capensis,0.240436364,51.47172727,3.423137485,2.720547078,0.198339673
Trachurus declivis,0.238,46.597646,3.336727955,2.696638128,0.229039387
Trachurus indicus,0.2905,30.88,2.979354583,2.394589937,0.260156903
Trachurus japonicus,0.348571429,51.12718,3.417303678,2.898446235,0.302790717
Trachurus lathami,0.193333333,26.26666667,2.838809926,2.116145166,0.189380492
Trachurus mediterraneus,0.3354,34.677273,3.080089875,2.534287249,0.284575412
Trachurus murphyi,0.1136,84.46,3.853302154,2.859122443,0.101349192
Trachurus novaezelandiae,0.3,41.86047,3.2436082,2.720729455,0.3
Trachurus picturatus,0.08,62.65,3.593842151,2.496932138,0.08
Trachurus symmetricus,0.327666667,72.26374333,3.717840909,3.075270579,0.227734941
Trachurus trachurus,0.223142857,41.15400171,3.228824143,2.52080645,0.195876488
Trachurus trecae,0.257,46.26956,3.330590739,2.740523863,0.257
Trachyrincus scabrus,0.22825,34.175,3.067417046,2.332061013,0.183926356
Trematomus bernacchii,0.418714286,27.77496,2.887306884,2.419810769,0.340803374
Trematomus hansoni,0.20075,35.075,3.089995359,2.347508372,0.180931012
Triacanthus biaculeatus,0.216,41.4,3.234000682,2.568454433,0.216
Triakis scyllium,0.1715,138.5,4.282899547,3.516166106,0.17110652
Triakis semifasciata,0.081,155,4.380663396,3.286567675,0.080520095
Trichiurus lepturus,0.330825,83.9975,3.848532721,3.210633296,0.230197485
Trichiurus nanhaiensis,0.271,57.23333333,3.515298081,2.94051579,0.26620592
Trichogaster fasciata,0.9,15.5,2.380663396,2.281886691,0.796568804
Trichomycterus itacarambiensis,0.0276,33.45,3.048792244,1.473206631,0.026571397
Trigla lyra,0.162333333,61.46626333,3.577273624,2.762597186,0.153222859
Trigloporus lastoviza,0.43775,37.478,3.147552814,2.734725733,0.386520844
Triglops forficatus,0.21,38.8,3.177663451,2.499882746,0.21
Triglops pingelii,0.19,27.3,2.872325294,2.151078895,0.19
Triglops scepticus,0.11,39,3.182129214,2.223521899,0.11
Trinectes maculatus,0.204,20.55,2.625623652,1.934704763,0.203742256
Triphoturus mexicanus,0.63,7.89,1.794154006,1.593494556,0.63
Trisopterus esmarkii,0.596166667,21.1,2.648564911,2.388902353,0.549968027
Trisopterus luscus,0.3505,44.375,3.294276732,2.790727429,0.313653904
Trisopterus minutus,0.425083333,24.38333333,2.774186151,2.357312284,0.382935943
Tristramella simonis intermedia,0.71,21.2,2.652671722,2.503930071,0.71
Tristramella simonis simonis,0.625,19.8,2.593330381,2.389210398,0.625
Tropheus moorii,0.665,10,2,1.821132199,0.662418113
Tylochromis bangwelensis,0.4,24.8,2.788903362,2.390963353,0.4
Tylochromis jentinki,0.72,21.7,2.672919468,2.530251964,0.72
Typhlichthys subterraneus,0.428,7.46,1.745477655,1.376921424,0.428
Ulvaria subbifurcata,0.2005,15.95,2.405521375,1.704610892,0.19910837
Umbra krameri,0.79,18,2.51054501,2.408172101,0.79
Umbra limi,0.655,52.665,3.443044177,2.723001172,0.190527204
Umbra pygmaea,0.283333333,13.36666667,2.252046236,1.595642951,0.220595534
Umbrina canariensis,0.259,57.2,3.514792058,2.928091822,0.259
Umbrina canosai,0.3145,36.9225,3.134582198,2.62429188,0.308823031
Umbrina cirrosa,0.630333333,74.36666667,3.742756631,3.231826645,0.308368504
Umbrina ronchus,0.393,77.1,3.774108756,3.368501306,0.393
Upeneus heemstra,1.04,18.2,2.520142776,2.537176115,1.04
Upeneus japonicus,0.6625,23.25,2.732845914,2.525797499,0.620799823
Upeneus luzonius,0.5,19,2.557507202,2.256477206,0.5
Upeneus moluccensis,0.83,25.69761111,2.819785505,2.687859453,0.738029884
Upeneus pori,0.397,18.2,2.520142776,2.118085206,0.396225507
Upeneus sulphureus,0.98925,20.3811,2.61845524,2.585505685,0.926937484
Upeneus taeniopterus,0.51,31,2.982723388,2.690293564,0.51
Upeneus tragula,0.9,20.5,2.623507722,2.577750232,0.9
Upeneus vittatus,0.55,22.4,2.700496037,2.421346722,0.525836447
Uranoscopus scaber,0.205666667,36.05333333,3.113890848,2.396271526,0.191593459
Uraspis helvola,1,27.29412,2.872138193,2.872138193,1
Urolophus halleri,0.107333333,35.3,3.095549411,2.069803039,0.094243982
Urophycis brasiliensis,0.0855,70.85,3.700679709,2.622618738,0.083548571
Urophycis chuss,0.19,60.2,3.559192983,2.837946583,0.19
Urophycis cirrata,0.176,60.3,3.560634624,2.791578091,0.170193695
Urophycis mystacea,0.153333333,66.7,3.648251668,2.805771398,0.143720834
Urophycis tenuis,0.162,110,4.08278537,3.239699374,0.143520521
Valamugil buchanani,0.158,58.6,3.535795232,2.734452319,0.158
Variola albimarginata,0.97,24.4,2.774779653,2.761551387,0.97
Variola louti,0.18,75.7,3.758191759,3.013464264,0.18
Verasper moseri,0.3805,68.65,3.673281083,3.199359883,0.335798537
Verasper variegatus,0.27,67.4,3.657319793,3.088683557,0.27
Vimba vimba,0.229333333,36.95884667,3.13543682,2.453594013,0.208044957
Vinciguerria nimbaria,5.9,6.36,1.606914231,2.377766243,5.9
Wallago attu,0.654,136,4.267077817,4.082655565,0.654
Wattsia mossambica,0.54,35.9,3.110188897,2.842582657,0.54
Xeneretmus latifrons,0.46,19,2.557507202,2.220265034,0.46
Xenocypris davidi,0.215,35.7,3.105336432,2.437774892,0.215
Xenocypris macrolepis,0.1435,33.35,3.046191677,2.186087502,0.138005319
Xiphias gladius,0.156307692,338.3999996,5.058860708,4.173573836,0.130230626
Xiphocheilus typus,0.76,17.8,2.500840005,2.381653597,0.76
Xyrichtys novacula,0.451,22.33333333,2.697907096,2.281126861,0.383018512
Zalieutes elater,0.3,15,2.352182518,1.829303773,0.3
Zaniolepis frenata,0.27,25,2.795880017,2.227243782,0.27
Zaprora silenus,0.1355,105.05,4.042792113,3.138878935,0.124763291
Zearaja chilensis,0.108,125.6666667,4.198440191,3.216837675,0.104327184
Zearaja nasuta,0.16,91.3,3.920941555,3.125061538,0.16
Zebrasoma flavescens,0.275,16.75,2.448029623,1.883508261,0.272570367
Zebrasoma scopas,0.425,13.3,2.247703282,1.876092212,0.425
Zebrasoma velifer,0.282,20.8,2.63612667,2.086375778,0.282
Zenopsis nebulosa,0.2,60.9,3.569234585,2.870264581,0.2
Zeus faber,0.281636364,54.79181818,3.477431424,2.85825319,0.240337626
Zoarces americanus,0.0915,106.5,4.054699216,3.000499908,0.088267473
Zoarces viviparus,0.268166667,34.73333333,3.081492928,2.445301721,0.231104708
Zosterisessor ophiocephalus,0.169,27.4,2.875501126,2.10338783,0.169
