"sname","genus","fam","ord","class","agem","maxl","vbk","temp"
"Dormitator maculatus","Dormitator","Eleotridae","Perciformes","Actinopterygii",NA,70,NA,26
"Dorosoma anale","Dorosoma","Clupeidae","Clupeiformes","Actinopterygii",NA,20,NA,NA
"Dorosoma cepedianum","Dorosoma","Clupeidae","Clupeiformes","Actinopterygii",2,57,0.293120751,31.5
"Dorosoma chavesi","Dorosoma","Clupeidae","Clupeiformes","Actinopterygii",NA,18,NA,NA
"Dorosoma petenense","Dorosoma","Clupeidae","Clupeiformes","Actinopterygii",1.5,33,NA,18.00000001
"Dorosoma smithi","Dorosoma","Clupeidae","Clupeiformes","Actinopterygii",NA,14,NA,NA
"Doryichthys boaja","Doryichthys","Syngnathidae","Syngnathiformes","Actinopterygii",NA,41,NA,NA
"Doryichthys contiguus","Doryichthys","Syngnathidae","Syngnathiformes","Actinopterygii",NA,10.98,NA,NA
"Doryichthys deokhatoides","Doryichthys","Syngnathidae","Syngnathiformes","Actinopterygii",NA,18.5,NA,NA
"Doryichthys heterosoma","Doryichthys","Syngnathidae","Syngnathiformes","Actinopterygii",NA,34,NA,NA
"Doryichthys martensii","Doryichthys","Syngnathidae","Syngnathiformes","Actinopterygii",NA,15,NA,26
"Doryrhamphus aurolineatus","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,3.42,NA,NA
"Doryrhamphus bicarinatus","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,8,NA,NA
"Doryrhamphus excisus abbreviatus","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,4.3,NA,NA
"Doryrhamphus excisus excisus","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,7,NA,NA
"Doryrhamphus excisus paulus","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,3.9,NA,NA
"Doryrhamphus janssi","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,14,NA,NA
"Doryrhamphus japonicus","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,8.5,NA,NA
"Doryrhamphus malus","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,6.2,NA,NA
"Doryrhamphus negrosensis","Doryrhamphus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,4.7,NA,NA
"Dotalabrus alleni","Dotalabrus","Labridae","Perciformes","Actinopterygii",NA,8.45,NA,NA
"Dotalabrus aurantiacus","Dotalabrus","Labridae","Perciformes","Actinopterygii",NA,11.05,NA,NA
"Doumea angolensis","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,7,NA,NA
"Doumea chappuisi","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,11.4,NA,NA
"Doumea gracila","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,12.2,NA,NA
"Doumea reidi","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,9.3,NA,NA
"Doumea sanaga","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,7.96,NA,NA
"Doumea skeltoni","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,4.5,NA,NA
"Doumea stilicauda","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,17.5,NA,NA
"Doumea thysi","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,6.5,NA,NA
"Doumea typica","Doumea","Amphiliidae","Siluriformes","Actinopterygii",NA,13.2,NA,NA
"Draconetta xenica","Draconetta","Draconettidae","Perciformes","Actinopterygii",NA,9,NA,NA
"Draculo celetus","Draculo","Callionymidae","Perciformes","Actinopterygii",NA,4.5,NA,NA
"Draculo mirabilis","Draculo","Callionymidae","Perciformes","Actinopterygii",NA,6,NA,NA
"Draculo pogognathus","Draculo","Callionymidae","Perciformes","Actinopterygii",NA,2.5,NA,NA
"Draculo shango","Draculo","Callionymidae","Perciformes","Actinopterygii",NA,2.5,NA,NA
"Drepane africana","Drepane","Drepaneidae","Perciformes","Actinopterygii",NA,45,0.196386088,24.4
"Drepane longimana","Drepane","Drepaneidae","Perciformes","Actinopterygii",NA,50,NA,NA
"Drepane punctata","Drepane","Drepaneidae","Perciformes","Actinopterygii",NA,50,0.304214543,26
"Drombus globiceps","Drombus","Gobiidae","Perciformes","Actinopterygii",NA,4.3,NA,NA
"Drombus key","Drombus","Gobiidae","Perciformes","Actinopterygii",NA,7,NA,NA
"Drombus kranjiensis","Drombus","Gobiidae","Perciformes","Actinopterygii",NA,3,NA,NA
"Drombus simulus","Drombus","Gobiidae","Perciformes","Actinopterygii",NA,3.5,NA,NA
"Drombus triangularis","Drombus","Gobiidae","Perciformes","Actinopterygii",NA,7,NA,NA
"Dules auriga","Dules","Serranidae","Perciformes","Actinopterygii",NA,19,NA,NA
"Dunckerocampus baldwini","Dunckerocampus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,14,NA,NA
"Dunckerocampus boylei","Dunckerocampus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,16,NA,NA
"Dunckerocampus chapmani","Dunckerocampus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,8.5,NA,NA
"Dunckerocampus dactyliophorus","Dunckerocampus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,19,NA,NA
"Dunckerocampus multiannulatus","Dunckerocampus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,19,NA,NA
"Dunckerocampus pessuliferus","Dunckerocampus","Syngnathidae","Syngnathiformes","Actinopterygii",NA,16,NA,NA
"Dundocharax bidentatus","Dundocharax","Distichodontidae","Characiformes","Actinopterygii",NA,1.9,NA,NA
"Duopalatinus emarginatus","Duopalatinus","Pimelodidae","Siluriformes","Actinopterygii",NA,14,NA,NA
"Duopalatinus peruanus","Duopalatinus","Pimelodidae","Siluriformes","Actinopterygii",NA,15,NA,NA
"Dupouyichthys sapito","Dupouyichthys","Aspredinidae","Siluriformes","Actinopterygii",NA,3,NA,NA
"Dussumieria acuta","Dussumieria","Dussumieriidae","Clupeiformes","Actinopterygii",NA,20,0.999975388,28.7
"Dussumieria elopsoides","Dussumieria","Dussumieriidae","Clupeiformes","Actinopterygii",NA,20,0.55,28.7
"Dysalotus alcocki","Dysalotus","Chiasmodontidae","Perciformes","Actinopterygii",NA,22.5,NA,NA
"Dysalotus oligoscolus","Dysalotus","Chiasmodontidae","Perciformes","Actinopterygii",NA,22.65,NA,NA
"Dysomma anguillare","Dysomma","Synaphobranchidae","Anguilliformes","Actinopterygii",NA,52,NA,NA
"Dysomma brevirostre","Dysomma","Synaphobranchidae","Anguilliformes","Actinopterygii",NA,30,NA,NA
"Dysomma goslinei","Dysomma","Synaphobranchidae","Anguilliformes","Actinopterygii",NA,19.7,NA,NA
"Dysomma longirostrum","Dysomma","Synaphobranchidae","Anguilliformes","Actinopterygii",NA,19.6,NA,NA
"Dysomma melanurum","Dysomma","Synaphobranchidae","Anguilliformes","Actinopterygii",NA,23.7,NA,NA
"Dysomma opisthoproctus","Dysomma","Synaphobranchidae","Anguilliformes","Actinopterygii",NA,42.06,NA,NA
"Dysommina rugosa","Dysommina","Synaphobranchidae","Anguilliformes","Actinopterygii",NA,37.1,NA,NA
"Dzihunia amudarjensis","Dzihunia","Nemacheilidae","Cypriniformes","Actinopterygii",NA,16,NA,NA
"Dzihunia turdakovi","Dzihunia","Nemacheilidae","Cypriniformes","Actinopterygii",NA,6.8,NA,NA
"Ebinania australiae","Ebinania","Psychrolutidae","Scorpaeniformes","Actinopterygii",NA,41.22,NA,NA
"Ebinania brephocephala","Ebinania","Psychrolutidae","Scorpaeniformes","Actinopterygii",NA,15,NA,NA
"Ebinania costaecanariae","Ebinania","Psychrolutidae","Scorpaeniformes","Actinopterygii",NA,30,NA,NA
"Ebinania malacocephala","Ebinania","Psychrolutidae","Scorpaeniformes","Actinopterygii",NA,22,NA,NA
"Ebinania vermiculata","Ebinania","Psychrolutidae","Scorpaeniformes","Actinopterygii",NA,30,NA,NA
"Ebomegobius goodi","Ebomegobius","Gobiidae","Perciformes","Actinopterygii",NA,3.5,NA,NA
"Ebosia bleekeri","Ebosia","Scorpaenidae","Scorpaeniformes","Actinopterygii",NA,22,NA,NA
"Ebosia falcata","Ebosia","Scorpaenidae","Scorpaeniformes","Actinopterygii",NA,9.33,NA,NA
"Echelus myrus","Echelus","Ophichthidae","Anguilliformes","Actinopterygii",NA,100,NA,NA
"Echelus pachyrhynchus","Echelus","Ophichthidae","Anguilliformes","Actinopterygii",NA,48.5,NA,NA
"Echelus uropterus","Echelus","Ophichthidae","Anguilliformes","Actinopterygii",NA,60,NA,NA
"Echeneis naucrates","Echeneis","Echeneidae","Perciformes","Actinopterygii",NA,110,NA,NA
"Echeneis neucratoides","Echeneis","Echeneidae","Perciformes","Actinopterygii",NA,75,NA,NA
"Echidna amblyodon","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,20.5,NA,NA
"Echidna catenata","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,165,NA,NA
"Echidna delicatula","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,65,NA,NA
"Echidna leucotaenia","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,75,NA,NA
"Echidna nebulosa","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,100,NA,NA
"Echidna nocturna","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,71,NA,NA
"Echidna peli","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,100,NA,NA
"Echidna polyzona","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,72.3,NA,NA
"Echidna rhodochilus","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,33.8,NA,NA
"Echidna unicolor","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,40,NA,NA
"Echidna xanthospilos","Echidna","Muraenidae","Anguilliformes","Actinopterygii",NA,75,NA,NA
"Echiichthys vipera","Echiichthys","Trachinidae","Perciformes","Actinopterygii",NA,15,NA,NA
"Echinogobius hayashii","Echinogobius","Gobiidae","Perciformes","Actinopterygii",NA,7,NA,NA
"Echinomacrurus mollis","Echinomacrurus","Macrouridae","Gadiformes","Actinopterygii",NA,46.5,NA,NA
"Echinomacrurus occidentalis","Echinomacrurus","Macrouridae","Gadiformes","Actinopterygii",NA,37,NA,NA
"Echinophryne crassispina","Echinophryne","Antennariidae","Lophiiformes","Actinopterygii",NA,7,NA,NA
"Echinophryne mitchellii","Echinophryne","Antennariidae","Lophiiformes","Actinopterygii",NA,11.1,NA,NA
"Echinophryne reynoldsi","Echinophryne","Antennariidae","Lophiiformes","Actinopterygii",NA,8,NA,NA
"Echinorhinus brucus","Echinorhinus","Echinorhinidae","Squaliformes","Elasmobranchii",NA,310,NA,NA
"Echinorhinus cookei","Echinorhinus","Echinorhinidae","Squaliformes","Elasmobranchii",NA,400,NA,NA
"Echiodon anchipterus","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,17.2,NA,NA
"Echiodon atopus","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,17.6,NA,NA
"Echiodon coheni","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,14.3,NA,NA
"Echiodon cryomargarites","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,41,NA,NA
"Echiodon dawsoni","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,11.2,NA,NA
"Echiodon dentatus","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,17,NA,NA
"Echiodon drummondii","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,30,NA,NA
"Echiodon exsilium","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,12.6,NA,NA
"Echiodon neotes","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,23.5,NA,NA
"Echiodon pegasus","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,20,NA,NA
"Echiodon prionodon","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,16.5,NA,NA
"Echiodon pukaki","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,23.2,NA,NA
"Echiodon rendahli","Echiodon","Carapidae","Ophidiiformes","Actinopterygii",NA,12,NA,NA
"Echiophis brunneus","Echiophis","Ophichthidae","Anguilliformes","Actinopterygii",NA,140,NA,NA
"Echiophis intertinctus","Echiophis","Ophichthidae","Anguilliformes","Actinopterygii",NA,180,NA,NA
"Echiophis punctifer","Echiophis","Ophichthidae","Anguilliformes","Actinopterygii",NA,180,NA,NA
"Echiostoma barbatum","Echiostoma","Stomiidae","Stomiiformes","Actinopterygii",NA,36.8,NA,NA
"Eckloniaichthys scylliorhiniceps","Eckloniaichthys","Gobiesocidae","Gobiesociformes","Actinopterygii",NA,3.5,NA,NA
"Eclectochromis lobochilus","Eclectochromis","Cichlidae","Perciformes","Actinopterygii",NA,12.5,NA,25
"Eclectochromis ornatus","Eclectochromis","Cichlidae","Perciformes","Actinopterygii",NA,18.2,NA,25
"Economidichthys pygmaeus","Economidichthys","Gobiidae","Perciformes","Actinopterygii",NA,5.1,NA,NA
"Economidichthys trichonis","Economidichthys","Gobiidae","Perciformes","Actinopterygii",NA,3,NA,NA
"Ecsenius aequalis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.3,NA,NA
"Ecsenius alleni","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.4,NA,NA
"Ecsenius aroni","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5.5,NA,NA
"Ecsenius australianus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,6,NA,NA
"Ecsenius axelrodi","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5.8,NA,NA
"Ecsenius bandanus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.4,NA,NA
"Ecsenius bathi","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.4,NA,NA
"Ecsenius bicolor","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,11,NA,NA
"Ecsenius bimaculatus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.5,NA,NA
"Ecsenius caeruliventris","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,2.43,NA,NA
"Ecsenius collettei","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Ecsenius dentex","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.8,NA,NA
"Ecsenius dilemma","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.1,NA,NA
"Ecsenius fijiensis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.9,NA,NA
"Ecsenius fourmanoiri","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.9,NA,NA
"Ecsenius frontalis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,8,NA,NA
"Ecsenius gravieri","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,8,NA,NA
"Ecsenius isos","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.2,NA,NA
"Ecsenius kurti","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.5,NA,NA
"Ecsenius lineatus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,9,NA,NA
"Ecsenius lividanalis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Ecsenius lubbocki","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4,NA,NA
"Ecsenius mandibularis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,7.5,NA,NA
"Ecsenius melarchus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,6.2,NA,NA
"Ecsenius midas","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,13,NA,NA
"Ecsenius minutus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4,NA,NA
"Ecsenius monoculus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Ecsenius nalolo","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,6.5,NA,NA
"Ecsenius namiyei","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,11,NA,NA
"Ecsenius niue","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.09,NA,NA
"Ecsenius oculatus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.7,NA,NA
"Ecsenius oculus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,7,NA,NA
"Ecsenius ops","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5.5,NA,NA
"Ecsenius opsifrontalis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Ecsenius pardus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.8,NA,NA
"Ecsenius paroculus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4,NA,NA
"Ecsenius pictus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Ecsenius polystictus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.2,NA,NA
"Ecsenius portenoyi","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.5,NA,NA
"Ecsenius prooculis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.95,NA,NA
"Ecsenius randalli","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Ecsenius schroederi","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,7,NA,NA
"Ecsenius sellifer","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.1,NA,NA
"Ecsenius shirleyae","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,2.84,NA,NA
"Ecsenius stictus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5.8,NA,NA
"Ecsenius stigmatura","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,6,NA,NA
"Ecsenius taeniatus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3.2,NA,NA
"Ecsenius tessera","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,4.5,NA,NA
"Ecsenius tigris","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Ecsenius tricolor","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,6,NA,NA
"Ecsenius trilineatus","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,3,NA,NA
"Ecsenius yaeyamaensis","Ecsenius","Blenniidae","Perciformes","Actinopterygii",NA,6,NA,NA
"Ectodus descampsii","Ectodus","Cichlidae","Perciformes","Actinopterygii",NA,10.4,NA,25
"Ectrepopterus uruguayensis","Ectrepopterus","Characidae","Characiformes","Actinopterygii",NA,4.74,NA,20
"Ectreposebastes imus","Ectreposebastes","Setarchidae","Scorpaeniformes","Actinopterygii",NA,18,NA,NA
"Edentoliparis terraenovae","Edentoliparis","Liparidae","Scorpaeniformes","Actinopterygii",NA,7.1,NA,NA
"Eeyorius hutchinsi","Eeyorius","Moridae","Gadiformes","Actinopterygii",NA,26,NA,NA
"Egglestonichthys patriciae","Egglestonichthys","Gobiidae","Perciformes","Actinopterygii",NA,4.7,NA,NA
"Ego zebra","Ego","Gobiidae","Perciformes","Actinopterygii",NA,3.43,NA,NA
"Ehirava fluviatilis","Ehirava","Clupeidae","Clupeiformes","Actinopterygii",NA,5,NA,NA
"Eigenmannia humboldtii","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,44.6,NA,NA
"Eigenmannia limbata","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,48.5,NA,NA
"Eigenmannia macrops","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,25.2,NA,NA
"Eigenmannia microstoma","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,18.7,NA,NA
"Eigenmannia nigra","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,47.6,NA,NA
"Eigenmannia trilineata","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,25,NA,NA
"Eigenmannia vicentespelaea","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,12,NA,NA
"Eigenmannia virescens","Eigenmannia","Sternopygidae","Gymnotiformes","Actinopterygii",NA,35.8,NA,25
"Einara edentula","Einara","Alepocephalidae","Osmeriformes","Actinopterygii",NA,20.3,NA,NA
"Einara macrolepis","Einara","Alepocephalidae","Osmeriformes","Actinopterygii",NA,22,NA,NA
"Eirmotus furvus","Eirmotus","Cyprinidae","Cypriniformes","Actinopterygii",NA,3.44,NA,NA
"Eirmotus insignis","Eirmotus","Cyprinidae","Cypriniformes","Actinopterygii",NA,3.21,NA,NA
"Eirmotus isthmus","Eirmotus","Cyprinidae","Cypriniformes","Actinopterygii",NA,3.25,NA,NA
"Eirmotus octozona","Eirmotus","Cyprinidae","Cypriniformes","Actinopterygii",NA,3.56,NA,25
"Ekemblemaria myersi","Ekemblemaria","Chaenopsidae","Perciformes","Actinopterygii",NA,7,NA,NA
"Ekemblemaria nigra","Ekemblemaria","Chaenopsidae","Perciformes","Actinopterygii",NA,6.2,NA,NA
"Elacatinus cayman","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,2.33,NA,NA
"Elacatinus centralis","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,3.79,NA,NA
"Elacatinus chancei","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Elacatinus colini","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,3.2,NA,NA
"Elacatinus evelynae","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,4,NA,24.5
"Elacatinus figaro","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,3.37,NA,NA
"Elacatinus genie","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,4.5,NA,25.5
"Elacatinus horsti","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,5,NA,NA
"Elacatinus illecebrosus","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,4,NA,25
"Elacatinus jarocho","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,2.72,NA,NA
"Elacatinus lobeli","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,3.1,NA,NA
"Elacatinus lori","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,4.56,NA,NA
"Elacatinus louisae","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,3.8,NA,NA
"Elacatinus oceanops","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,5,NA,24.5
"Elacatinus panamensis","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,2.3,NA,NA
"Elacatinus phthirophagus","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,3.18,NA,NA
"Elacatinus pridisi","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,2.84,NA,NA
"Elacatinus prochilos","Elacatinus","Gobiidae","Perciformes","Actinopterygii",NA,4,NA,NA
